Accrued Expense,Adopted,Agency,CBnum,Budget Code,Budget Name,Cash Expense,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0,250,Staten Island Community Board # 1,501,1000,CONVERSION NAME,571.37,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,750,0,0,2020
0,750,Staten Island Community Board # 2,502,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,750,0,0,2020
0,2299,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,700,OTHER THAN PERSONAL SERVICES,0,CLEANING SERVICES,744,0,0,2020
0,0,Brooklyn Community Board # 13,313,1001,Non-Mayoral Funds,742,OTHER THAN PERSONAL SERVICES,0,CLEANING SERVICES,742,0,0,2020
0,500,Bronx Community Board # 6,206,1000,CONVERSION NAME,-250,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,740,0,0,2020
0,0,Bronx Community Board # 2,202,1001,Non-Mayoral Funds,724.5,OTHER THAN PERSONAL SERVICES,0,LEASING OF DATA PROC EQUIP,725,0,0,2020
0,71206,Queens Community Board # 3,403,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,706,0,0,2020
0,0,Manhattan Community Board # 1,101,1000,CONVERSION NAME,706,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,706,0,0,2020
0,1500,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,689.54,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,703,0,0,2020
0,0,Queens Community Board # 3,403,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,700,0,0,2020
0,0,Bronx Community Board # 6,206,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,700,0,0,2020
0,0,Brooklyn Community Board # 13,313,1001,Non-Mayoral Funds,683.52,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,700,0,0,2020
0,0,Queens Community Board # 11,411,1001,Non-Mayoral Funds,591.93,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,700,0,0,2020
0,0,Brooklyn Community Board # 1,301,1001,Non-Mayoral Funds,372,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,700,0,0,2020
0,0,Queens Community Board # 4,404,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,700,0,0,2020
0,0,Brooklyn Community Board # 5,305,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,700,0,0,2020
0,0,Queens Community Board # 4,404,1001,Non-Mayoral Funds,588,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,700,0,0,2020
0,752,Queens Community Board # 7,407,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,700,0,0,2020
0,100,Queens Community Board # 10,410,1000,CONVERSION NAME,588.31,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,700,0,0,2020
0,700,Queens Community Board # 9,409,1000,CONVERSION NAME,644.97,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,700,0,0,2020
0,600,Queens Community Board # 6,406,1000,CONVERSION NAME,667.2,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,700,0,0,2020
0,700,Staten Island Community Board # 1,501,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,700,0,0,2020
0,4000,Queens Community Board # 6,406,1000,CONVERSION NAME,647.76,OTHER THAN PERSONAL SERVICES,0,LEASING OF MISC EQUIP,698,0,0,2020
0,0,Bronx Community Board # 5,205,2000,Economic Community Development Study,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,683,0,0,2020
0,0,Brooklyn Community Board # 1,301,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OTHER EXPENSES - GENERAL,680,0,0,2020
0,1350,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,675,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,675,0,0,2020
0,0,Queens Community Board # 11,411,1000,CONVERSION NAME,664.44,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,665,0,0,2020
0,0,Bronx Community Board # 11,211,1000,CONVERSION NAME,536.14,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,658,0,0,2020
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,573,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,658,0,0,2020
0,0,Manhattan Community Board # 12,112,1000,CONVERSION NAME,570,OTHER THAN PERSONAL SERVICES,0,POSTAGE,657,0,0,2020
0,500,Brooklyn Community Board # 8,308,1000,CONVERSION NAME,235,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,657,0,0,2020
0,400,Brooklyn Community Board # 2,302,1000,CONVERSION NAME,19.99,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,650,0,0,2020
0,0,Manhattan Community Board # 11,111,1000,CONVERSION NAME,585,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES GENERAL,650,0,0,2020
0,0,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,650,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,650,0,0,2020
0,1000,Brooklyn Community Board # 13,313,1000,CONVERSION NAME,537.63,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,650,0,0,2020
0,649,Bronx Community Board # 2,202,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,649,0,0,2020
0,648,Queens Community Board # 5,405,1000,CONVERSION NAME,648,OTHER THAN PERSONAL SERVICES,0,SECURITY SERVICES,648,0,0,2020
0,0,Brooklyn Community Board # 9,309,1001,Non-Mayoral Funds,337.5,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,645,0,0,2020
0,645,Queens Community Board # 7,407,1000,CONVERSION NAME,30568.85,PERSONAL SERVICES,0,UNSALARIED,645,0,0,2020
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,541.2,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,642,0,0,2020
0,634,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,634,0,0,2020
0,540,Brooklyn Community Board # 2,302,1000,CONVERSION NAME,186.28,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,630,0,0,2020
0,850,Bronx Community Board # 12,212,1000,CONVERSION NAME,620,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,620,0,0,2020
0,1500,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,616,0,0,2020
0,0,Queens Community Board # 4,404,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,600,0,0,2020
0,600,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,600,0,0,2020
0,550,Queens Community Board # 7,407,1000,CONVERSION NAME,568.56,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES-GENERAL,600,0,0,2020
0,0,Bronx Community Board # 6,206,1000,CONVERSION NAME,449,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,600,0,0,2020
0,600,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,600,0,0,2020
0,600,Queens Community Board # 11,411,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,600,0,0,2020
0,600,Queens Community Board # 4,404,1000,CONVERSION NAME,150,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES-GENERAL,600,0,0,2020
0,350,Staten Island Community Board # 2,502,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,600,0,0,2020
0,600,Brooklyn Community Board # 13,313,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,600,0,0,2020
0,0,Brooklyn Community Board # 4,304,1000,CONVERSION NAME,280.8,OTHER THAN PERSONAL SERVICES,0,TEMPORARY SERVICES,600,0,0,2020
0,463,Brooklyn Community Board # 5,305,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,600,0,0,2020
0,0,Bronx Community Board # 9,209,1000,CONVERSION NAME,391.17,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,595,0,0,2020
0,0,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,588,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,588,0,0,2020
0,0,Brooklyn Community Board # 12,312,1001,Non-Mayoral Funds,582.81,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,585,0,0,2020
0,1001,Queens Community Board # 4,404,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,562,0,0,2020
0,550,Queens Community Board # 11,411,1000,CONVERSION NAME,540,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,550,0,0,2020
0,686,Brooklyn Community Board # 2,302,1000,CONVERSION NAME,549,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,550,0,0,2020
0,550,Bronx Community Board # 10,210,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,550,0,0,2020
0,550,Bronx Community Board # 10,210,1000,CONVERSION NAME,289.44,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,550,0,0,2020
0,549,Queens Community Board # 5,405,1000,CONVERSION NAME,549,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,549,0,0,2020
0,546,Bronx Community Board # 6,206,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,BOOKS-OTHER,546,0,0,2020
0,0,Queens Community Board # 3,403,1001,Non-Mayoral Funds,539.2,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,540,0,0,2020
0,0,Queens Community Board # 8,408,1001,Non-Mayoral Funds,540,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,540,0,0,2020
0,0,Bronx Community Board # 10,210,1000,CONVERSION NAME,264.6,OTHER THAN PERSONAL SERVICES,0,SECURITY SERVICES,540,0,0,2020
0,500,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,488.48,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,530,0,0,2020
0,760,Bronx Community Board # 1,201,1000,CONVERSION NAME,308.9,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,528,0,0,2020
0,0,Bronx Community Board # 11,211,1000,CONVERSION NAME,525,OTHER THAN PERSONAL SERVICES,0,MAINT & REP GENERAL,525,0,0,2020
0,420,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,525,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,525,0,0,2020
0,106,Queens Community Board # 10,410,1000,CONVERSION NAME,522.24,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,523,0,0,2020
0,4226,Brooklyn Community Board # 2,302,1000,CONVERSION NAME,531.87,PERSONAL SERVICES,0,LONGEVITY DIFFERENTIAL,520,0,0,2020
0,400,Brooklyn Community Board # 13,313,1000,CONVERSION NAME,479.76,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,520,0,0,2020
0,0,Bronx Community Board # 9,209,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,517,0,0,2020
0,100,Queens Community Board # 5,405,1000,CONVERSION NAME,509.95,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,510,0,0,2020
0,300,Bronx Community Board # 11,211,1000,CONVERSION NAME,509,OTHER THAN PERSONAL SERVICES,0,SECURITY SERVICES,509,0,0,2020
0,72,Brooklyn Community Board # 4,304,1000,CONVERSION NAME,308.79,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,502,0,0,2020
0,0,Staten Island Community Board # 2,502,1000,CONVERSION NAME,250,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,500,0,0,2020
0,0,Queens Community Board # 14,414,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,500,0,0,2020
0,0,Staten Island Community Board # 3,503,1001,Non-Mayoral Funds,152.86,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,500,0,0,2020
0,0,Manhattan Community Board # 5,105,1000,CONVERSION NAME,290,OTHER THAN PERSONAL SERVICES,0,TEMPORARY SERVICES,500,0,0,2020
0,500,Queens Community Board # 12,412,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS MAINT,500,0,0,2020
0,500,Queens Community Board # 9,409,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,500,0,0,2020
0,0,Bronx Community Board # 5,205,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,500,Bronx Community Board # 4,204,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,500,0,0,2020
0,500,Bronx Community Board # 6,206,1000,CONVERSION NAME,146.53,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,500,0,0,2020
0,500,Bronx Community Board # 1,201,1000,CONVERSION NAME,413.5,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,500,Staten Island Community Board # 3,503,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,500,0,0,2020
0,500,Bronx Community Board # 2,202,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,500,0,0,2020
0,500,Manhattan Community Board # 12,112,1000,CONVERSION NAME,450,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,500,Queens Community Board # 4,404,1000,CONVERSION NAME,495,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,500,0,0,2020
0,1000,Queens Community Board # 2,402,1000,CONVERSION NAME,500,OTHER THAN PERSONAL SERVICES,0,POSTAGE,500,0,0,2020
0,500,Brooklyn Community Board # 17,317,1000,CONVERSION NAME,500,OTHER THAN PERSONAL SERVICES,0,POSTAGE,500,0,0,2020
0,500,Brooklyn Community Board # 9,309,1000,OPERATIONS,0,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,500,0,0,2020
0,400,Brooklyn Community Board # 9,309,1000,OPERATIONS,335,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,500,0,0,2020
0,0,Bronx Community Board # 8,208,1000,CONVERSION NAME,93.33,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,500,0,0,2020
0,500,Bronx Community Board # 7,207,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,500,0,0,2020
0,500,Staten Island Community Board # 2,502,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FIXED CHARGES - GENERAL,500,0,0,2020
0,500,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT MAINTENANCE,500,0,0,2020
0,500,Staten Island Community Board # 2,502,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,500,Manhattan Community Board # 7,107,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,500,0,0,2020
0,500,Brooklyn Community Board # 11,311,1000,CONVERSION NAME,49.99,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,500,0,0,2020
0,500,Manhattan Community Board # 8,108,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,500,0,0,2020
0,0,Manhattan Community Board # 6,106,1000,CONVERSION NAME,453.75,PERSONAL SERVICES,0,SUPPER MONEY,500,0,0,2020
0,200,Staten Island Community Board # 1,501,1000,CONVERSION NAME,375,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,300,Brooklyn Community Board # 13,313,1000,CONVERSION NAME,287.81,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,500,0,0,2020
0,0,Staten Island Community Board # 1,501,1000,CONVERSION NAME,268.8,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,500,0,0,2020
0,500,Brooklyn Community Board # 16,316,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,500,0,0,2020
0,500,Brooklyn Community Board # 11,311,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,500,0,0,2020
0,500,Brooklyn Community Board # 15,315,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,500,0,0,2020
0,500,Brooklyn Community Board # 15,315,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,500,0,0,2020
0,500,Brooklyn Community Board # 11,311,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,EQUIPMENT GENERAL,500,0,0,2020
0,0,Brooklyn Community Board # 8,308,1000,CONVERSION NAME,363.98,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,487,0,0,2020
0,480,Queens Community Board # 8,408,1000,CONVERSION NAME,451.8,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,480,0,0,2020
0,480,Brooklyn Community Board # 12,312,1000,CONVERSION NAME,480,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,480,0,0,2020
0,259,Brooklyn Community Board # 1,301,1000,OPERATIONS,469.78,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,476,0,0,2020
0,475,Manhattan Community Board # 4,104,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,475,0,0,2020
0,150,Bronx Community Board # 3,203,1000,CONVERSION NAME,64.95,OTHER THAN PERSONAL SERVICES,0,OFFICE SERVICES,460,0,0,2020
0,0,Manhattan Community Board # 3,103,1000,CONVERSION NAME,460,OTHER THAN PERSONAL SERVICES,0,CLEANING SERVICES,460,0,0,2020
0,0,Staten Island Community Board # 1,501,1001,Non-Mayoral Funds,450,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-SPECIAL,450,0,0,2020
0,0,Brooklyn Community Board # 2,302,1000,CONVERSION NAME,88,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,450,0,0,2020
0,2923,Queens Community Board # 13,413,1000,CONVERSION NAME,338,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,449,0,0,2020
0,0,Brooklyn Community Board # 10,310,1001,Non-Mayoral Funds,438.78,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,440,0,0,2020
0,500,Manhattan Community Board # 6,106,1000,CONVERSION NAME,430.75,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,431,0,0,2020
0,425,Queens Community Board # 13,413,1000,CONVERSION NAME,425,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,425,0,0,2020
0,1320,Staten Island Community Board # 3,503,1000,CONVERSION NAME,338.28,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,420,0,0,2020
0,0,Manhattan Community Board # 11,111,1000,CONVERSION NAME,175.96,OTHER THAN PERSONAL SERVICES,0,TRAVELING EXPENSES,420,0,0,2020
0,0,Brooklyn Community Board # 15,315,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,400,0,0,2020
0,0,Brooklyn Community Board # 4,304,1001,Non-Mayoral Funds,400,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,400,0,0,2020
0,0,Bronx Community Board # 3,203,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,400,0,0,2020
0,1000,Queens Community Board # 14,414,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,400,0,0,2020
0,400,Queens Community Board # 3,403,1000,CONVERSION NAME,371.91,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,400,0,0,2020
0,0,Bronx Community Board # 8,208,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,POSTAGE,400,0,0,2020
0,400,Staten Island Community Board # 2,502,1000,CONVERSION NAME,108,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,400,0,0,2020
0,400,Staten Island Community Board # 2,502,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,400,0,0,2020
0,400,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,399.15,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,400,0,0,2020
0,0,Bronx Community Board # 7,207,1000,CONVERSION NAME,330,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,400,0,0,2020
0,0,Manhattan Community Board # 11,111,1000,CONVERSION NAME,389.99,OTHER THAN PERSONAL SERVICES,0,OFFICE FURITURE,400,0,0,2020
0,398,Queens Community Board # 13,413,1000,CONVERSION NAME,398,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,398,0,0,2020
0,180,Queens Community Board # 5,405,1000,CONVERSION NAME,390,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,390,0,0,2020
0,0,Manhattan Community Board # 4,104,1001,Non-Mayoral Funds,375.05,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,385,0,0,2020
0,0,Brooklyn Community Board # 7,307,1000,CONVERSION NAME,377.05,OTHER THAN PERSONAL SERVICES,0,PURCH DATA PROCESSING EQUIPT,378,0,0,2020
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,76.5,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,371,0,0,2020
0,100,Queens Community Board # 5,405,1000,CONVERSION NAME,126,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,362,0,0,2020
0,451,Brooklyn Community Board # 1,301,1000,OPERATIONS,359.4,OTHER THAN PERSONAL SERVICES,0,LEASING OF MISC EQUIP,360,0,0,2020
0,0,Brooklyn Community Board # 2,302,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,350,0,0,2020
0,350,Bronx Community Board # 2,202,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,350,0,0,2020
0,4000,Brooklyn Community Board # 3,303,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,DATA PROCESSING SUPPLIES,350,0,0,2020
0,0,Queens Community Board # 6,406,1000,CONVERSION NAME,350,OTHER THAN PERSONAL SERVICES,0,TELECOMMUNICATIONS EQUIPMENT,350,0,0,2020
0,300,Queens Community Board # 2,402,1000,CONVERSION NAME,350,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,350,0,0,2020
0,0,Brooklyn Community Board # 18,318,1000,CONVERSION NAME,345,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,345,0,0,2020
0,0,Queens Community Board # 3,403,1000,CONVERSION NAME,336.72,OTHER THAN PERSONAL SERVICES,0,TELEPHONE & OTHER COMMUNICATNS,340,0,0,2020
0,677,Queens Community Board # 3,403,1000,CONVERSION NAME,285.76,OTHER THAN PERSONAL SERVICES,0,CONTRACTUAL SERVICES-GENERAL,337,0,0,2020
0,0,Brooklyn Community Board # 12,312,1001,Non-Mayoral Funds,132.9,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,330,0,0,2020
0,0,Manhattan Community Board # 12,112,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,RENTALS OF MISC.EQUIP,315,0,0,2020
0,0,Queens Community Board # 3,403,1001,Non-Mayoral Funds,295,OTHER THAN PERSONAL SERVICES,0,PRINTING CONTRACTS,300,0,0,2020
0.43,0,Queens Community Board # 1,401,1001,Non-Mayoral Funds,62.57,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,300,0,0,2020
0,0,Brooklyn Community Board # 16,316,1001,Non-Mayoral Funds,300,OTHER THAN PERSONAL SERVICES,0,NON OVERNIGHT TRVL EXP-GENERAL,300,0,0,2020
0,0,Manhattan Community Board # 1,101,1001,Non-Mayoral Funds,298.56,OTHER THAN PERSONAL SERVICES,0,LEASING OF MISC EQUIP,300,0,0,2020
0,0,Brooklyn Community Board # 5,305,1001,Non-Mayoral Funds,0,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,300,0,0,2020
0,500,Queens Community Board # 11,411,1000,CONVERSION NAME,300,OTHER THAN PERSONAL SERVICES,0,OFFICE EQUIPMENT,300,0,0,2020
0,0,Queens Community Board # 4,404,1000,CONVERSION NAME,99,PERSONAL SERVICES,0,SUPPER MONEY,300,0,0,2020
0,300,Brooklyn Community Board # 1,301,1000,OPERATIONS,298.23,OTHER THAN PERSONAL SERVICES,0,SUPPLIES + MATERIALS - GENERAL,300,0,0,2020
0,300,Queens Community Board # 1,401,1000,CONVERSION NAME,0,OTHER THAN PERSONAL SERVICES,0,ADVERTISING,300,0,0,2020
0,300,Brooklyn Community Board # 10,310,1000,CONVERSION NAME,300,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,300,0,0,2020
0,300,Manhattan Community Board # 11,111,1000,CONVERSION NAME,236.93,OTHER THAN PERSONAL SERVICES,0,SECURITY EQUIPMENT,300,0,0,2020
0,1200,Brooklyn Community Board # 8,308,1000,CONVERSION NAME,300,OTHER THAN PERSONAL SERVICES,0,PROF SERV COMPUTER SERVICES,300,0,0,2020
0,0,Brooklyn Community Board # 16,316,1000,CONVERSION NAME,69,OTHER THAN PERSONAL SERVICES,0,PRINTING SUPPLIES,300,0,0,2020
0,100,Brooklyn Community Board # 9,309,1000,OPERATIONS,158.62,OTHER THAN PERSONAL SERVICES,0,FOOD & FORAGE SUPPLIES,300,0,0,2020
0,200,Brooklyn Community Board # 11,311,1000,CONVERSION NAME,119.11,OTHER THAN PERSONAL SERVICES,0,CLEANING SUPPLIES,300,0,0,2020
